sid,score_year,score_band
41258,2014,concert
41259,2014,concert
41338,2014,concert
41350,2014,concert
41360,2014,concert
41362,2014,concert
41372,2014,concert
41375,2014,concert
41378,2014,concert
41381,2014,concert
41449,2014,concert
41450,2014,concert
41451,2014,concert
41452,2014,concert
41454,2014,concert
41456,2014,concert
41457,2014,concert
41459,2014,concert
41460,2014,concert
41461,2014,concert
41465,2014,concert
41467,2014,concert
41469,2014,concert
41476,2014,concert
41481,2014,concert
41482,2014,concert
41483,2014,concert
41486,2014,concert
41489,2014,concert
41494,2014,concert
41498,2014,concert
41500,2014,concert
41503,2014,concert
41507,2014,concert
41510,2014,concert
41511,2014,concert
41521,2014,concert
41523,2014,concert
41524,2014,concert
41527,2014,concert
41529,2014,concert
41537,2014,concert
41552,2014,concert
41554,2014,concert
41573,2014,concert
41606,2014,concert
41610,2014,concert
41632,2014,concert
41633,2014,concert
41638,2014,concert
41641,2014,concert
41642,2014,concert
41648,2014,concert
41651,2014,concert
41653,2014,concert
41654,2014,concert
41657,2014,concert
41658,2014,concert
41669,2014,concert
41673,2014,concert
41733,2014,concert
41735,2014,concert
41737,2014,concert
41739,2014,concert
41767,2014,concert
41768,2014,concert
41769,2014,concert
41770,2014,concert
41773,2014,concert
41774,2014,concert
41785,2014,concert
41801,2014,concert
41802,2014,concert
41803,2014,concert
41807,2014,concert
41808,2014,concert
41811,2014,concert
41818,2014,concert
41828,2014,concert
41830,2014,concert
41855,2014,concert
41880,2014,concert
41892,2014,concert
41897,2014,concert
41928,2014,concert
41935,2014,concert
41937,2014,concert
41938,2014,concert
41943,2014,concert
41947,2014,concert
41949,2014,concert
41952,2014,concert
41956,2014,concert
41957,2014,concert
41978,2014,concert
41987,2014,concert
41991,2014,concert
42030,2014,concert
42045,2014,concert
42098,2014,concert
42100,2014,concert
42110,2014,concert
42112,2014,concert
42116,2014,concert
42130,2014,concert
42138,2014,concert
42140,2014,concert
42145,2014,concert
42184,2014,concert
42211,2014,concert
42212,2014,concert
42228,2014,concert
42245,2014,concert
42246,2014,concert
42258,2014,concert
42259,2014,concert
42260,2014,concert
42265,2014,concert
42289,2014,concert
42290,2014,concert
42296,2014,concert
42301,2014,concert
42314,2014,concert
42315,2014,concert
42316,2014,concert
42328,2014,concert
42334,2014,concert
42389,2014,concert
42391,2014,concert
42392,2014,concert
42394,2014,concert
42408,2014,concert
42411,2014,concert
42412,2014,concert
42413,2014,concert
42414,2014,concert
42415,2014,concert
42433,2014,concert
42436,2014,concert
42447,2014,concert
42449,2014,concert
42467,2014,concert
42471,2014,concert
42481,2014,concert
42483,2014,concert
42485,2014,concert
42549,2014,concert
42554,2014,concert
42555,2014,concert
42560,2014,concert
42575,2014,concert
42591,2014,concert
42597,2014,concert
42608,2014,concert
42616,2014,concert
42619,2014,concert
42621,2014,concert
42622,2014,concert
42624,2014,concert
42626,2014,concert
42628,2014,concert
42633,2014,concert
42635,2014,concert
42636,2014,concert
42640,2014,concert
42643,2014,concert
42657,2014,concert
42659,2014,concert
42660,2014,concert
42676,2014,concert
42678,2014,concert
42679,2014,concert
42680,2014,concert
42681,2014,concert
42684,2014,concert
42688,2014,concert
42689,2014,concert
42692,2014,concert
42695,2014,concert
42697,2014,concert
42698,2014,concert
42700,2014,concert
42706,2014,concert
42707,2014,concert
42708,2014,concert
42716,2014,concert
42717,2014,concert
42719,2014,concert
42721,2014,concert
42724,2014,concert
42726,2014,concert
42730,2014,concert
42731,2014,concert
42735,2014,concert
42738,2014,concert
42739,2014,concert
42741,2014,concert
42745,2014,concert
42746,2014,concert
42749,2014,concert
42752,2014,concert
42753,2014,concert
42754,2014,concert
42755,2014,concert
42756,2014,concert
42760,2014,concert
42766,2014,concert
42783,2014,concert
42785,2014,concert
42789,2014,concert
42797,2014,concert
42798,2014,concert
42813,2014,concert
42815,2014,concert
42816,2014,concert
42817,2014,concert
42828,2014,concert
42829,2014,concert
42831,2014,concert
42835,2014,concert
42845,2014,concert
42846,2014,concert
42847,2014,concert
42861,2014,concert
42863,2014,concert
42864,2014,concert
42897,2014,concert
42902,2014,concert
42907,2014,concert
42909,2014,concert
42910,2014,concert
42944,2014,concert
42958,2014,concert
42963,2014,concert
42966,2014,concert
42974,2014,concert
42993,2014,concert
42994,2014,concert
43010,2014,concert
43011,2014,concert
43012,2014,concert
43014,2014,concert
43015,2014,concert
43016,2014,concert
43023,2014,concert
43025,2014,concert
43030,2014,concert
43034,2014,concert
43041,2014,concert
43049,2014,concert
43050,2014,concert
43051,2014,concert
43052,2014,concert
43055,2014,concert
43056,2014,concert
43060,2014,concert
43062,2014,concert
43063,2014,concert
43064,2014,concert
43068,2014,concert
43071,2014,concert
43072,2014,concert
43077,2014,concert
43079,2014,concert
43081,2014,concert
43083,2014,concert
43085,2014,concert
43088,2014,concert
43091,2014,concert
43100,2014,concert
43101,2014,concert
43109,2014,concert
43110,2014,concert
43112,2014,concert
43122,2014,concert
43127,2014,concert
43128,2014,concert
43130,2014,concert
43132,2014,concert
43140,2014,concert
43146,2014,concert
43149,2014,concert
43151,2014,concert
43157,2014,concert
43164,2014,concert
43171,2014,concert
43172,2014,concert
43202,2014,concert
43215,2014,concert
43221,2014,concert
43253,2014,concert
43255,2014,concert
43264,2014,concert
43288,2014,concert
43289,2014,concert
43292,2014,concert
43293,2014,concert
43305,2014,concert
43307,2014,concert
43311,2014,concert
43317,2014,concert
43321,2014,concert
43322,2014,concert
43323,2014,concert
43326,2014,concert
43333,2014,concert
43335,2014,concert
43340,2014,concert
43346,2014,concert
43347,2014,concert
43348,2014,concert
43351,2014,concert
43355,2014,concert
43356,2014,concert
43357,2014,concert
43358,2014,concert
43370,2014,concert
43374,2014,concert
43377,2014,concert
43380,2014,concert
43387,2014,concert
43399,2014,concert
43410,2014,concert
43426,2014,concert
43429,2014,concert
43431,2014,concert
43432,2014,concert
43466,2014,concert
43471,2014,concert
43483,2014,concert
43484,2014,concert
43487,2014,concert
43491,2014,concert
43493,2014,concert
43497,2014,concert
43498,2014,concert
43503,2014,concert
43504,2014,concert
43508,2014,concert
43509,2014,concert
43511,2014,concert
43520,2014,concert
43521,2014,concert
43523,2014,concert
43524,2014,concert
43529,2014,concert
43530,2014,concert
43531,2014,concert
43551,2014,concert
43573,2014,concert
43595,2014,concert
43611,2014,concert
43614,2014,concert
43615,2014,concert
43621,2014,concert
43622,2014,concert
43627,2014,concert
43636,2014,concert
43640,2014,concert
43653,2014,concert
43654,2014,concert
43660,2014,concert
43666,2014,concert
43688,2014,concert
43695,2014,concert
43696,2014,concert
43708,2014,concert
43710,2014,concert
43713,2014,concert
43717,2014,concert
43719,2014,concert
43723,2014,concert
43725,2014,concert
43731,2014,concert
43733,2014,concert
43750,2014,concert
43751,2014,concert
43771,2014,concert
43775,2014,concert
43779,2014,concert
43785,2014,concert
43801,2014,concert
43806,2014,concert
43853,2014,concert
43854,2014,concert
43856,2014,concert
43858,2014,concert
43879,2014,concert
43886,2014,concert
43897,2014,concert
43898,2014,concert
43915,2014,concert
43916,2014,concert
43932,2014,concert
43933,2014,concert
43938,2014,concert
43939,2014,concert
43948,2014,concert
43951,2014,concert
43952,2014,concert
43968,2014,concert
43976,2014,concert
43988,2014,concert
43990,2014,concert
43991,2014,concert
43994,2014,concert
43996,2014,concert
44000,2014,concert
44016,2014,concert
44018,2014,concert
44025,2014,concert
44051,2014,concert
44054,2014,concert
44088,2014,concert
44089,2014,concert
44090,2014,concert
44126,2014,concert
44129,2014,concert
44155,2014,concert
44182,2014,concert
44183,2014,concert
44185,2014,concert
44192,2014,concert
44200,2014,concert
44201,2014,concert
44202,2014,concert
44212,2014,concert
44221,2014,concert
44237,2014,concert
44242,2014,concert
44256,2014,concert
44258,2014,concert
44260,2014,concert
44269,2014,concert
44321,2014,concert
44323,2014,concert
44325,2014,concert
44358,2014,concert
44365,2014,concert
44370,2014,concert
44378,2014,concert
44404,2014,concert
44436,2014,concert
44437,2014,concert
44445,2014,concert
44465,2014,concert
44477,2014,concert
44478,2014,concert
44480,2014,concert
44487,2014,concert
44499,2014,concert
44515,2014,concert
44516,2014,concert
44522,2014,concert
44527,2014,concert
44533,2014,concert
44535,2014,concert
44538,2014,concert
44541,2014,concert
44545,2014,concert
44547,2014,concert
44566,2014,concert
44569,2014,concert
44582,2014,concert
44653,2014,concert
44728,2014,concert
45752,2014,concert
45753,2014,concert
45754,2014,concert
45756,2014,concert
45759,2014,concert
45788,2014,concert
45793,2014,concert
45794,2014,concert
45802,2014,concert
45813,2014,concert
45816,2014,concert
45819,2014,concert
45820,2014,concert
45865,2014,concert
45909,2014,concert
45910,2014,concert
45911,2014,concert
45913,2014,concert
45984,2014,concert
45985,2014,concert
45986,2014,concert
45987,2014,concert
45988,2014,concert
45989,2014,concert
45991,2014,concert
45992,2014,concert
45993,2014,concert
46001,2014,concert
46005,2014,concert
46008,2014,concert
46012,2014,concert
46018,2014,concert
46019,2014,concert
46023,2014,concert
46024,2014,concert
46026,2014,concert
46053,2014,concert
46054,2014,concert
46059,2014,concert
46100,2014,concert
46207,2014,concert
46221,2014,concert
46222,2014,concert
46223,2014,concert
46239,2014,concert
46249,2014,concert
46270,2014,concert
46277,2014,concert
46296,2014,concert
46304,2014,concert
46311,2014,concert
46335,2014,concert
46364,2014,concert
46375,2014,concert
46376,2014,concert
46444,2014,concert
46445,2014,concert
46495,2014,concert
46500,2014,concert
46505,2014,concert
46592,2014,concert
46593,2014,concert
46600,2014,concert
46605,2014,concert
46606,2014,concert
46616,2014,concert
46618,2014,concert
46622,2014,concert
46633,2014,concert
46638,2014,concert
46643,2014,concert
46644,2014,concert
46645,2014,concert
46646,2014,concert
46651,2014,concert
46657,2014,concert
46662,2014,concert
46663,2014,concert
46666,2014,concert
46667,2014,concert
46668,2014,concert
46669,2014,concert
46672,2014,concert
46674,2014,concert
46675,2014,concert
46676,2014,concert
46677,2014,concert
46703,2014,concert
46706,2014,concert
46707,2014,concert
46716,2014,concert
46718,2014,concert
46723,2014,concert
46725,2014,concert
46726,2014,concert
46729,2014,concert
46731,2014,concert
46736,2014,concert
46743,2014,concert
46745,2014,concert
46750,2014,concert
46753,2014,concert
46767,2014,concert
46817,2014,concert
46820,2014,concert
46822,2014,concert
46823,2014,concert
46825,2014,concert
46827,2014,concert
46830,2014,concert
46832,2014,concert
46833,2014,concert
46837,2014,concert
46924,2014,concert
47087,2014,concert
47089,2014,concert
47090,2014,concert
47092,2014,concert
47134,2014,concert
47171,2014,concert
47172,2014,concert
47174,2014,concert
47329,2014,concert
47330,2014,concert
47356,2014,concert
47357,2014,concert
47359,2014,concert
47360,2014,concert
47386,2014,concert
47415,2014,concert
47446,2014,concert
47703,2014,concert
47718,2014,concert
47721,2014,concert
47722,2014,concert
47725,2014,concert
47726,2014,concert
47730,2014,concert
47830,2014,concert
47835,2014,concert
47836,2014,concert
47855,2014,concert
47932,2014,concert
47977,2014,concert
48044,2014,concert
48384,2014,concert
48615,2014,concert
48754,2014,concert
48766,2014,concert
48767,2014,concert
48903,2014,concert
49255,2014,concert
49257,2014,concert
49577,2014,concert
49746,2014,concert
51194,2014,concert
51208,2014,concert
51213,2014,concert
51229,2014,concert
51231,2014,concert
51232,2014,concert
51234,2014,concert
38774,2014,symphonic
38788,2014,symphonic
38791,2014,symphonic
38793,2014,symphonic
38798,2014,symphonic
38800,2014,symphonic
38801,2014,symphonic
38813,2014,symphonic
38814,2014,symphonic
38816,2014,symphonic
38817,2014,symphonic
38818,2014,symphonic
38825,2014,symphonic
38826,2014,symphonic
38827,2014,symphonic
38828,2014,symphonic
38831,2014,symphonic
38832,2014,symphonic
38835,2014,symphonic
38836,2014,symphonic
38837,2014,symphonic
38842,2014,symphonic
38844,2014,symphonic
38852,2014,symphonic
38853,2014,symphonic
38854,2014,symphonic
38855,2014,symphonic
38859,2014,symphonic
38860,2014,symphonic
38866,2014,symphonic
38867,2014,symphonic
38874,2014,symphonic
38876,2014,symphonic
38878,2014,symphonic
38881,2014,symphonic
38883,2014,symphonic
38884,2014,symphonic
38887,2014,symphonic
38888,2014,symphonic
38890,2014,symphonic
38894,2014,symphonic
38895,2014,symphonic
38897,2014,symphonic
38898,2014,symphonic
38900,2014,symphonic
38903,2014,symphonic
38904,2014,symphonic
38914,2014,symphonic
38915,2014,symphonic
38917,2014,symphonic
38918,2014,symphonic
38919,2014,symphonic
38920,2014,symphonic
38921,2014,symphonic
38924,2014,symphonic
38938,2014,symphonic
38946,2014,symphonic
38947,2014,symphonic
38948,2014,symphonic
38950,2014,symphonic
38951,2014,symphonic
38957,2014,symphonic
38958,2014,symphonic
38960,2014,symphonic
38963,2014,symphonic
38964,2014,symphonic
38969,2014,symphonic
38970,2014,symphonic
38974,2014,symphonic
38978,2014,symphonic
38983,2014,symphonic
38986,2014,symphonic
38987,2014,symphonic
38989,2014,symphonic
38990,2014,symphonic
38992,2014,symphonic
38995,2014,symphonic
38997,2014,symphonic
38998,2014,symphonic
39027,2014,symphonic
39030,2014,symphonic
39032,2014,symphonic
39039,2014,symphonic
39040,2014,symphonic
39049,2014,symphonic
39054,2014,symphonic
39055,2014,symphonic
39056,2014,symphonic
39058,2014,symphonic
39059,2014,symphonic
39060,2014,symphonic
39061,2014,symphonic
39062,2014,symphonic
39063,2014,symphonic
39064,2014,symphonic
39068,2014,symphonic
39071,2014,symphonic
39074,2014,symphonic
39080,2014,symphonic
39081,2014,symphonic
39082,2014,symphonic
39083,2014,symphonic
39084,2014,symphonic
39085,2014,symphonic
39086,2014,symphonic
39088,2014,symphonic
39089,2014,symphonic
39090,2014,symphonic
39092,2014,symphonic
39097,2014,symphonic
39098,2014,symphonic
39101,2014,symphonic
39102,2014,symphonic
39104,2014,symphonic
39107,2014,symphonic
39122,2014,symphonic
39123,2014,symphonic
39124,2014,symphonic
39142,2014,symphonic
39147,2014,symphonic
39162,2014,symphonic
39163,2014,symphonic
39176,2014,symphonic
39179,2014,symphonic
39181,2014,symphonic
39182,2014,symphonic
39190,2014,symphonic
39193,2014,symphonic
39194,2014,symphonic
39195,2014,symphonic
39198,2014,symphonic
39199,2014,symphonic
39202,2014,symphonic
39203,2014,symphonic
39208,2014,symphonic
39209,2014,symphonic
39212,2014,symphonic
39223,2014,symphonic
39224,2014,symphonic
39229,2014,symphonic
39230,2014,symphonic
39231,2014,symphonic
39232,2014,symphonic
39233,2014,symphonic
39243,2014,symphonic
39251,2014,symphonic
39262,2014,symphonic
39264,2014,symphonic
39267,2014,symphonic
39269,2014,symphonic
39270,2014,symphonic
39274,2014,symphonic
39277,2014,symphonic
39278,2014,symphonic
39279,2014,symphonic
39282,2014,symphonic
39287,2014,symphonic
39304,2014,symphonic
39310,2014,symphonic
39312,2014,symphonic
39313,2014,symphonic
39322,2014,symphonic
39332,2014,symphonic
39333,2014,symphonic
39334,2014,symphonic
39335,2014,symphonic
39346,2014,symphonic
39352,2014,symphonic
39353,2014,symphonic
39356,2014,symphonic
39357,2014,symphonic
39358,2014,symphonic
39359,2014,symphonic
39361,2014,symphonic
39362,2014,symphonic
39399,2014,symphonic
39405,2014,symphonic
39407,2014,symphonic
39411,2014,symphonic
39412,2014,symphonic
39413,2014,symphonic
39433,2014,symphonic
39434,2014,symphonic
39435,2014,symphonic
39437,2014,symphonic
39438,2014,symphonic
39452,2014,symphonic
39477,2014,symphonic
39482,2014,symphonic
39484,2014,symphonic
39485,2014,symphonic
39488,2014,symphonic
39490,2014,symphonic
39493,2014,symphonic
39497,2014,symphonic
39499,2014,symphonic
39502,2014,symphonic
39505,2014,symphonic
39506,2014,symphonic
39507,2014,symphonic
39508,2014,symphonic
39511,2014,symphonic
39513,2014,symphonic
39535,2014,symphonic
39539,2014,symphonic
39552,2014,symphonic
39577,2014,symphonic
39578,2014,symphonic
39595,2014,symphonic
39597,2014,symphonic
39600,2014,symphonic
39609,2014,symphonic
39618,2014,symphonic
39635,2014,symphonic
39636,2014,symphonic
39638,2014,symphonic
39641,2014,symphonic
39643,2014,symphonic
39648,2014,symphonic
39649,2014,symphonic
39650,2014,symphonic
39656,2014,symphonic
39670,2014,symphonic
39676,2014,symphonic
39677,2014,symphonic
39679,2014,symphonic
39680,2014,symphonic
39732,2014,symphonic
39749,2014,symphonic
39751,2014,symphonic
39753,2014,symphonic
39755,2014,symphonic
39758,2014,symphonic
39759,2014,symphonic
39768,2014,symphonic
39770,2014,symphonic
39787,2014,symphonic
39834,2014,symphonic
39837,2014,symphonic
39840,2014,symphonic
39846,2014,symphonic
39848,2014,symphonic
39850,2014,symphonic
39854,2014,symphonic
39863,2014,symphonic
39905,2014,symphonic
39909,2014,symphonic
39914,2014,symphonic
39919,2014,symphonic
39922,2014,symphonic
39925,2014,symphonic
39927,2014,symphonic
39929,2014,symphonic
39931,2014,symphonic
39934,2014,symphonic
39935,2014,symphonic
39939,2014,symphonic
39945,2014,symphonic
39947,2014,symphonic
39952,2014,symphonic
39953,2014,symphonic
39960,2014,symphonic
39961,2014,symphonic
39962,2014,symphonic
39963,2014,symphonic
39970,2014,symphonic
39971,2014,symphonic
39990,2014,symphonic
39994,2014,symphonic
39995,2014,symphonic
39998,2014,symphonic
40007,2014,symphonic
40008,2014,symphonic
40049,2014,symphonic
40050,2014,symphonic
40052,2014,symphonic
40053,2014,symphonic
40063,2014,symphonic
40070,2014,symphonic
40071,2014,symphonic
40072,2014,symphonic
40074,2014,symphonic
40079,2014,symphonic
40081,2014,symphonic
40112,2014,symphonic
40119,2014,symphonic
40122,2014,symphonic
40131,2014,symphonic
40133,2014,symphonic
40134,2014,symphonic
40136,2014,symphonic
40137,2014,symphonic
40139,2014,symphonic
40141,2014,symphonic
40151,2014,symphonic
40153,2014,symphonic
40158,2014,symphonic
40189,2014,symphonic
40193,2014,symphonic
40199,2014,symphonic
40201,2014,symphonic
40204,2014,symphonic
40212,2014,symphonic
40216,2014,symphonic
40223,2014,symphonic
40225,2014,symphonic
40226,2014,symphonic
40231,2014,symphonic
40238,2014,symphonic
40240,2014,symphonic
40243,2014,symphonic
40247,2014,symphonic
40248,2014,symphonic
40249,2014,symphonic
40250,2014,symphonic
40267,2014,symphonic
40274,2014,symphonic
40276,2014,symphonic
40279,2014,symphonic
40281,2014,symphonic
40304,2014,symphonic
40306,2014,symphonic
40308,2014,symphonic
40311,2014,symphonic
40324,2014,symphonic
40331,2014,symphonic
40336,2014,symphonic
40337,2014,symphonic
40341,2014,symphonic
40343,2014,symphonic
40346,2014,symphonic
40349,2014,symphonic
40351,2014,symphonic
40352,2014,symphonic
40353,2014,symphonic
40378,2014,symphonic
40393,2014,symphonic
40394,2014,symphonic
40396,2014,symphonic
40399,2014,symphonic
40400,2014,symphonic
40401,2014,symphonic
40402,2014,symphonic
40405,2014,symphonic
40407,2014,symphonic
40418,2014,symphonic
40419,2014,symphonic
40420,2014,symphonic
40425,2014,symphonic
40427,2014,symphonic
40428,2014,symphonic
40429,2014,symphonic
40432,2014,symphonic
40433,2014,symphonic
40434,2014,symphonic
40438,2014,symphonic
40439,2014,symphonic
40440,2014,symphonic
40443,2014,symphonic
40446,2014,symphonic
40447,2014,symphonic
40448,2014,symphonic
40449,2014,symphonic
40450,2014,symphonic
40451,2014,symphonic
40452,2014,symphonic
40464,2014,symphonic
40466,2014,symphonic
40467,2014,symphonic
40476,2014,symphonic
40486,2014,symphonic
40490,2014,symphonic
40493,2014,symphonic
40495,2014,symphonic
40506,2014,symphonic
40511,2014,symphonic
40522,2014,symphonic
40525,2014,symphonic
40541,2014,symphonic
40546,2014,symphonic
40547,2014,symphonic
40569,2014,symphonic
40577,2014,symphonic
40578,2014,symphonic
40580,2014,symphonic
40582,2014,symphonic
40583,2014,symphonic
40584,2014,symphonic
40588,2014,symphonic
40591,2014,symphonic
40594,2014,symphonic
40595,2014,symphonic
40598,2014,symphonic
40599,2014,symphonic
40600,2014,symphonic
40601,2014,symphonic
40603,2014,symphonic
40610,2014,symphonic
40611,2014,symphonic
40612,2014,symphonic
40622,2014,symphonic
40624,2014,symphonic
40625,2014,symphonic
40631,2014,symphonic
40634,2014,symphonic
40641,2014,symphonic
40644,2014,symphonic
40647,2014,symphonic
40666,2014,symphonic
40674,2014,symphonic
40677,2014,symphonic
40680,2014,symphonic
40682,2014,symphonic
40683,2014,symphonic
40684,2014,symphonic
40685,2014,symphonic
40686,2014,symphonic
40691,2014,symphonic
40692,2014,symphonic
40697,2014,symphonic
40699,2014,symphonic
40717,2014,symphonic
40723,2014,symphonic
40727,2014,symphonic
40728,2014,symphonic
40729,2014,symphonic
40730,2014,symphonic
40731,2014,symphonic
40734,2014,symphonic
40735,2014,symphonic
40737,2014,symphonic
40743,2014,symphonic
40746,2014,symphonic
40751,2014,symphonic
40755,2014,symphonic
40758,2014,symphonic
40767,2014,symphonic
40770,2014,symphonic
40772,2014,symphonic
40774,2014,symphonic
40779,2014,symphonic
40780,2014,symphonic
40781,2014,symphonic
40849,2014,symphonic
40851,2014,symphonic
40852,2014,symphonic
40853,2014,symphonic
40856,2014,symphonic
40869,2014,symphonic
40873,2014,symphonic
40876,2014,symphonic
40877,2014,symphonic
40879,2014,symphonic
40881,2014,symphonic
40882,2014,symphonic
40883,2014,symphonic
40885,2014,symphonic
40886,2014,symphonic
40897,2014,symphonic
40901,2014,symphonic
40904,2014,symphonic
40909,2014,symphonic
40914,2014,symphonic
40916,2014,symphonic
40917,2014,symphonic
40919,2014,symphonic
40921,2014,symphonic
40922,2014,symphonic
40923,2014,symphonic
40924,2014,symphonic
40926,2014,symphonic
40927,2014,symphonic
40928,2014,symphonic
40929,2014,symphonic
40936,2014,symphonic
40942,2014,symphonic
40946,2014,symphonic
40953,2014,symphonic
40955,2014,symphonic
40957,2014,symphonic
40958,2014,symphonic
40959,2014,symphonic
40978,2014,symphonic
40979,2014,symphonic
40982,2014,symphonic
40983,2014,symphonic
40985,2014,symphonic
40986,2014,symphonic
40988,2014,symphonic
40989,2014,symphonic
40990,2014,symphonic
40993,2014,symphonic
41005,2014,symphonic
41022,2014,symphonic
41024,2014,symphonic
41025,2014,symphonic
41036,2014,symphonic
41043,2014,symphonic
41046,2014,symphonic
41050,2014,symphonic
41064,2014,symphonic
41065,2014,symphonic
41076,2014,symphonic
41077,2014,symphonic
41083,2014,symphonic
41086,2014,symphonic
41088,2014,symphonic
41091,2014,symphonic
41093,2014,symphonic
41105,2014,symphonic
41106,2014,symphonic
41107,2014,symphonic
41117,2014,symphonic
41121,2014,symphonic
41122,2014,symphonic
41123,2014,symphonic
41124,2014,symphonic
41125,2014,symphonic
41126,2014,symphonic
41127,2014,symphonic
41128,2014,symphonic
41130,2014,symphonic
41131,2014,symphonic
41134,2014,symphonic
41135,2014,symphonic
41138,2014,symphonic
41139,2014,symphonic
41141,2014,symphonic
41142,2014,symphonic
41143,2014,symphonic
41146,2014,symphonic
41148,2014,symphonic
41149,2014,symphonic
41151,2014,symphonic
41153,2014,symphonic
41155,2014,symphonic
41165,2014,symphonic
41166,2014,symphonic
41168,2014,symphonic
41184,2014,symphonic
41185,2014,symphonic
41196,2014,symphonic
41197,2014,symphonic
41198,2014,symphonic
41199,2014,symphonic
41200,2014,symphonic
41221,2014,symphonic
41251,2014,symphonic
41254,2014,symphonic
41256,2014,symphonic
41260,2014,symphonic
41261,2014,symphonic
41262,2014,symphonic
41337,2014,symphonic
41339,2014,symphonic
41351,2014,symphonic
41353,2014,symphonic
41359,2014,symphonic
41361,2014,symphonic
41363,2014,symphonic
41364,2014,symphonic
41365,2014,symphonic
41373,2014,symphonic
41374,2014,symphonic
41376,2014,symphonic
41379,2014,symphonic
41380,2014,symphonic
41382,2014,symphonic
41384,2014,symphonic
41385,2014,symphonic
41448,2014,symphonic
41458,2014,symphonic
41463,2014,symphonic
41473,2014,symphonic
41475,2014,symphonic
41477,2014,symphonic
41478,2014,symphonic
41479,2014,symphonic
41480,2014,symphonic
41485,2014,symphonic
41487,2014,symphonic
41490,2014,symphonic
41491,2014,symphonic
41492,2014,symphonic
41493,2014,symphonic
41497,2014,symphonic
41499,2014,symphonic
41501,2014,symphonic
41502,2014,symphonic
41505,2014,symphonic
41508,2014,symphonic
41509,2014,symphonic
41519,2014,symphonic
41520,2014,symphonic
41528,2014,symphonic
41531,2014,symphonic
41542,2014,symphonic
41546,2014,symphonic
41547,2014,symphonic
41548,2014,symphonic
41556,2014,symphonic
41558,2014,symphonic
41567,2014,symphonic
41576,2014,symphonic
41581,2014,symphonic
41582,2014,symphonic
41588,2014,symphonic
41602,2014,symphonic
41603,2014,symphonic
41609,2014,symphonic
41619,2014,symphonic
41622,2014,symphonic
41623,2014,symphonic
41624,2014,symphonic
41625,2014,symphonic
41626,2014,symphonic
41627,2014,symphonic
41631,2014,symphonic
41634,2014,symphonic
41636,2014,symphonic
41637,2014,symphonic
41643,2014,symphonic
41647,2014,symphonic
41649,2014,symphonic
41652,2014,symphonic
41655,2014,symphonic
41730,2014,symphonic
41740,2014,symphonic
41743,2014,symphonic
41748,2014,symphonic
41752,2014,symphonic
41765,2014,symphonic
41766,2014,symphonic
41772,2014,symphonic
41794,2014,symphonic
41796,2014,symphonic
41797,2014,symphonic
41805,2014,symphonic
41821,2014,symphonic
41823,2014,symphonic
41825,2014,symphonic
41831,2014,symphonic
41853,2014,symphonic
41856,2014,symphonic
41859,2014,symphonic
41873,2014,symphonic
41877,2014,symphonic
41887,2014,symphonic
41890,2014,symphonic
41896,2014,symphonic
41929,2014,symphonic
41930,2014,symphonic
41933,2014,symphonic
41940,2014,symphonic
41948,2014,symphonic
41950,2014,symphonic
41973,2014,symphonic
41980,2014,symphonic
41982,2014,symphonic
41983,2014,symphonic
41985,2014,symphonic
41988,2014,symphonic
42008,2014,symphonic
42009,2014,symphonic
42013,2014,symphonic
42016,2014,symphonic
42023,2014,symphonic
42024,2014,symphonic
42025,2014,symphonic
42026,2014,symphonic
42027,2014,symphonic
42028,2014,symphonic
42029,2014,symphonic
42031,2014,symphonic
42032,2014,symphonic
42033,2014,symphonic
42034,2014,symphonic
42047,2014,symphonic
42052,2014,symphonic
42053,2014,symphonic
42096,2014,symphonic
42097,2014,symphonic
42115,2014,symphonic
42117,2014,symphonic
42118,2014,symphonic
42128,2014,symphonic
42134,2014,symphonic
42135,2014,symphonic
42139,2014,symphonic
42142,2014,symphonic
42143,2014,symphonic
42148,2014,symphonic
42186,2014,symphonic
42187,2014,symphonic
42243,2014,symphonic
42247,2014,symphonic
42248,2014,symphonic
42254,2014,symphonic
42255,2014,symphonic
42273,2014,symphonic
42274,2014,symphonic
42291,2014,symphonic
42294,2014,symphonic
42305,2014,symphonic
42307,2014,symphonic
42317,2014,symphonic
42318,2014,symphonic
42319,2014,symphonic
42320,2014,symphonic
42325,2014,symphonic
42326,2014,symphonic
42327,2014,symphonic
42339,2014,symphonic
42340,2014,symphonic
42341,2014,symphonic
42343,2014,symphonic
42346,2014,symphonic
42388,2014,symphonic
42403,2014,symphonic
42404,2014,symphonic
42416,2014,symphonic
42417,2014,symphonic
42420,2014,symphonic
42421,2014,symphonic
42422,2014,symphonic
42423,2014,symphonic
42427,2014,symphonic
42428,2014,symphonic
42451,2014,symphonic
42456,2014,symphonic
42486,2014,symphonic
42487,2014,symphonic
42499,2014,symphonic
42509,2014,symphonic
42512,2014,symphonic
42514,2014,symphonic
42515,2014,symphonic
42552,2014,symphonic
42557,2014,symphonic
42559,2014,symphonic
42561,2014,symphonic
42578,2014,symphonic
42583,2014,symphonic
42590,2014,symphonic
42593,2014,symphonic
42595,2014,symphonic
42618,2014,symphonic
42627,2014,symphonic
42629,2014,symphonic
42630,2014,symphonic
42641,2014,symphonic
42642,2014,symphonic
42658,2014,symphonic
42677,2014,symphonic
42682,2014,symphonic
42683,2014,symphonic
42685,2014,symphonic
