61810,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/61810/61810.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/61810/61810_seginst.csv
61888,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/61888/61888.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/61888/61888_seginst.csv
61908,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/61908/61908.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/61908/61908_seginst.csv
61935,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/61935/61935.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/61935/61935_seginst.csv
61983,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/61983/61983.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/61983/61983_seginst.csv
61989,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/61989/61989.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/61989/61989_seginst.csv
61990,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/61990/61990.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/61990/61990_seginst.csv
62080,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62080/62080.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62080/62080_seginst.csv
62233,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62233/62233.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62233/62233_seginst.csv
62409,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62409/62409.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62409/62409_seginst.csv
62571,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62571/62571.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62571/62571_seginst.csv
62664,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62664/62664.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62664/62664_seginst.csv
62785,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62785/62785.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62785/62785_seginst.csv
62792,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62792/62792.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62792/62792_seginst.csv
62822,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62822/62822.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62822/62822_seginst.csv
62842,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62842/62842.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62842/62842_seginst.csv
62958,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/62958/62958.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/62958/62958_seginst.csv
63036,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63036/63036.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63036/63036_seginst.csv
63380,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63380/63380.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63380/63380_seginst.csv
63417,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63417/63417.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63417/63417_seginst.csv
63431,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63431/63431.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63431/63431_seginst.csv
63474,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63474/63474.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63474/63474_seginst.csv
63523,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63523/63523.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63523/63523_seginst.csv
63556,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63556/63556.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63556/63556_seginst.csv
63702,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63702/63702.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63702/63702_seginst.csv
63777,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63777/63777.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63777/63777_seginst.csv
63874,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63874/63874.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63874/63874_seginst.csv
63880,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63880/63880.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63880/63880_seginst.csv
63882,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/audio/bystudent/2016/middle/63882/63882.mp3,/home/yding402/fba-data/MIG-FBA-Data-Cleaning/cleaned/segmentation/bystudent/2016/middle/63882/63882_seginst.csv
